  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1921           0      0.13825  0.12604  0.30  100000   12604   91167  5602724  56.03
  1921           1      0.01781  0.01765  0.50   87396    1542   86625  5511557  63.06
  1921           2      0.00852  0.00848  0.50   85854     728   85490  5424932  63.19
  1921           3      0.00611  0.00609  0.50   85125     519   84866  5339443  62.72
  1921           4      0.00474  0.00473  0.50   84607     401   84406  5254577  62.11
  1921           5      0.00383  0.00382  0.50   84206     322   84045  5170170  61.40
  1921           6      0.00363  0.00362  0.50   83884     304   83732  5086125  60.63
  1921           7      0.00318  0.00317  0.50   83580     265   83448  5002393  59.85
  1921           8      0.00261  0.00261  0.50   83315     218   83207  4918945  59.04
  1921           9      0.00245  0.00244  0.50   83098     203   82996  4835738  58.19
  1921          10      0.00214  0.00214  0.50   82895     177   82806  4752742  57.33
  1921          11      0.00222  0.00222  0.50   82717     184   82626  4669936  56.46
  1921          12      0.00210  0.00210  0.50   82534     173   82447  4587310  55.58
  1921          13      0.00217  0.00217  0.50   82361     179   82271  4504863  54.70
  1921          14      0.00208  0.00208  0.50   82182     171   82097  4422592  53.81
  1921          15      0.00252  0.00251  0.50   82011     206   81908  4340495  52.93
  1921          16      0.00274  0.00274  0.50   81805     224   81693  4258587  52.06
  1921          17      0.00358  0.00357  0.50   81581     292   81436  4176893  51.20
  1921          18      0.00351  0.00350  0.50   81290     284   81148  4095458  50.38
  1921          19      0.00359  0.00359  0.50   81005     291   80860  4014310  49.56
  1921          20      0.00367  0.00367  0.50   80715     296   80567  3933450  48.73
  1921          21      0.00417  0.00416  0.50   80419     335   80251  3852883  47.91
  1921          22      0.00381  0.00380  0.50   80084     304   79932  3772632  47.11
  1921          23      0.00421  0.00420  0.50   79779     335   79612  3692701  46.29
  1921          24      0.00371  0.00371  0.50   79445     295   79297  3613089  45.48
  1921          25      0.00397  0.00396  0.50   79150     313   78993  3533791  44.65
  1921          26      0.00400  0.00399  0.50   78837     315   78679  3454798  43.82
  1921          27      0.00416  0.00415  0.50   78522     326   78359  3376119  43.00
  1921          28      0.00439  0.00439  0.50   78196     343   78025  3297760  42.17
  1921          29      0.00394  0.00393  0.50   77853     306   77700  3219735  41.36
  1921          30      0.00400  0.00399  0.50   77547     309   77393  3142034  40.52
  1921          31      0.00358  0.00357  0.50   77238     276   77100  3064641  39.68
  1921          32      0.00415  0.00415  0.50   76962     319   76802  2987541  38.82
  1921          33      0.00404  0.00404  0.50   76643     309   76488  2910739  37.98
  1921          34      0.00385  0.00384  0.50   76334     293   76187  2834251  37.13
  1921          35      0.00507  0.00506  0.50   76040     384   75848  2758063  36.27
  1921          36      0.00453  0.00452  0.50   75656     342   75485  2682215  35.45
  1921          37      0.00429  0.00428  0.50   75314     323   75153  2606730  34.61
  1921          38      0.00592  0.00591  0.50   74992     443   74770  2531577  33.76
  1921          39      0.00466  0.00465  0.50   74549     347   74376  2456807  32.96
  1921          40      0.00648  0.00646  0.50   74202     479   73963  2382431  32.11
  1921          41      0.00530  0.00529  0.50   73723     390   73528  2308468  31.31
  1921          42      0.00673  0.00671  0.50   73333     492   73088  2234940  30.48
  1921          43      0.00555  0.00553  0.50   72842     403   72640  2161852  29.68
  1921          44      0.00570  0.00568  0.50   72439     412   72233  2089212  28.84
  1921          45      0.00766  0.00763  0.50   72027     550   71752  2016979  28.00
  1921          46      0.00700  0.00697  0.50   71478     498   71228  1945227  27.21
  1921          47      0.00714  0.00711  0.50   70979     505   70727  1873998  26.40
  1921          48      0.00859  0.00856  0.50   70475     603   70173  1803272  25.59
  1921          49      0.00820  0.00817  0.50   69872     571   69586  1733099  24.80
  1921          50      0.01074  0.01069  0.50   69301     741   68930  1663512  24.00
  1921          51      0.00815  0.00811  0.50   68560     556   68282  1594582  23.26
  1921          52      0.01126  0.01120  0.50   68004     762   67623  1526300  22.44
  1921          53      0.01079  0.01073  0.50   67242     722   66881  1458677  21.69
  1921          54      0.01183  0.01176  0.50   66520     783   66129  1391796  20.92
  1921          55      0.01379  0.01369  0.50   65738     900   65288  1325667  20.17
  1921          56      0.01522  0.01510  0.50   64838     979   64348  1260379  19.44
  1921          57      0.01442  0.01431  0.50   63859     914   63401  1196031  18.73
  1921          58      0.01779  0.01764  0.50   62944    1110   62389  1132629  17.99
  1921          59      0.01783  0.01767  0.50   61834    1093   61288  1070240  17.31
  1921          60      0.02134  0.02111  0.50   60742    1282   60101  1008952  16.61
  1921          61      0.01870  0.01852  0.50   59459    1101   58909   948851  15.96
  1921          62      0.02371  0.02343  0.50   58358    1367   57674   889942  15.25
  1921          63      0.02506  0.02475  0.50   56991    1410   56286   832268  14.60
  1921          64      0.02533  0.02501  0.50   55580    1390   54885   775983  13.96
  1921          65      0.03364  0.03309  0.50   54190    1793   53294   721097  13.31
  1921          66      0.02924  0.02882  0.50   52397    1510   51642   667804  12.75
  1921          67      0.03549  0.03487  0.50   50887    1775   50000   616161  12.11
  1921          68      0.04100  0.04018  0.50   49113    1973   48126   566161  11.53
  1921          69      0.03947  0.03870  0.50   47140    1824   46227   518035  10.99
  1921          70      0.05145  0.05016  0.50   45315    2273   44179   471807  10.41
  1921          71      0.04400  0.04305  0.50   43042    1853   42116   427629   9.94
  1921          72      0.05852  0.05685  0.50   41189    2342   40018   385513   9.36
  1921          73      0.06109  0.05928  0.50   38847    2303   37696   345495   8.89
  1921          74      0.06605  0.06394  0.50   36545    2337   35376   307799   8.42
  1921          75      0.07536  0.07262  0.50   34208    2484   32966   272423   7.96
  1921          76      0.08329  0.07996  0.50   31724    2537   30455   239457   7.55
  1921          77      0.08554  0.08203  0.50   29187    2394   27990   209001   7.16
  1921          78      0.10339  0.09831  0.50   26793    2634   25476   181012   6.76
  1921          79      0.10168  0.09676  0.50   24159    2338   22990   155536   6.44
  1921          80      0.12243  0.11537  0.50   21821    2517   20562   132546   6.07
  1921          81      0.09903  0.09436  0.50   19304    1821   18393   111984   5.80
  1921          82      0.12105  0.11414  0.50   17482    1995   16484    93591   5.35
  1921          83      0.14749  0.13736  0.50   15487    2127   14423    77106   4.98
  1921          84      0.16361  0.15124  0.50   13359    2020   12349    62683   4.69
  1921          85      0.17408  0.16014  0.50   11339    1816   10431    50334   4.44
  1921          86      0.18983  0.17338  0.50    9523    1651    8698    39903   4.19
  1921          87      0.21868  0.19713  0.50    7872    1552    7096    31205   3.96
  1921          88      0.24913  0.22154  0.50    6320    1400    5620    24109   3.81
  1921          89      0.22172  0.19959  0.50    4920     982    4429    18489   3.76
  1921          90      0.23056  0.20673  0.50    3938     814    3531    14059   3.57
  1921          91      0.23660  0.21157  0.50    3124     661    2794    10528   3.37
  1921          92      0.27405  0.24102  0.50    2463     594    2166     7735   3.14
  1921          93      0.29249  0.25518  0.50    1869     477    1631     5569   2.98
  1921          94      0.31165  0.26963  0.50    1392     375    1205     3938   2.83
  1921          95      0.33147  0.28435  0.50    1017     289     872     2733   2.69
  1921          96      0.35191  0.29926  0.50     728     218     619     1861   2.56
  1921          97      0.37291  0.31431  0.50     510     160     430     1242   2.44
  1921          98      0.39440  0.32943  0.50     350     115     292      812   2.32
  1921          99      0.41630  0.34458  0.50     234      81     194      520   2.22
  1921         100      0.43854  0.35967  0.50     154      55     126      326   2.12
  1921         101      0.46103  0.37466  0.50      98      37      80      200   2.03
  1921         102      0.48368  0.38948  0.50      62      24      50      120   1.95
  1921         103      0.50639  0.40408  0.50      38      15      30       70   1.87
  1921         104      0.52908  0.41840  0.50      22       9      18       40   1.80
  1921         105      0.55165  0.43239  0.50      13       6      10       23   1.74
  1921         106      0.57401  0.44600  0.50       7       3       6       12   1.68
  1921         107      0.59607  0.45921  0.50       4       2       3        7   1.62
  1921         108      0.61775  0.47197  0.50       2       1       2        3   1.58
  1921         109      0.63897  0.48425  0.50       1       1       1        2   1.54
  1921         110+     0.65966  1.00000  1.52       1       1       1        1   1.52
  1922           0      0.13904  0.12669  0.30  100000   12669   91121  5599573  56.00
  1922           1      0.01811  0.01795  0.50   87331    1567   86547  5508452  63.08
  1922           2      0.00833  0.00830  0.50   85764     712   85408  5421905  63.22
  1922           3      0.00541  0.00539  0.50   85052     458   84823  5336497  62.74
  1922           4      0.00431  0.00430  0.50   84593     364   84411  5251674  62.08
  1922           5      0.00344  0.00344  0.50   84229     289   84085  5167263  61.35
  1922           6      0.00305  0.00304  0.50   83940     255   83812  5083178  60.56
  1922           7      0.00288  0.00288  0.50   83685     241   83564  4999366  59.74
  1922           8      0.00262  0.00262  0.50   83444     219   83334  4915802  58.91
  1922           9      0.00242  0.00242  0.50   83225     201   83124  4832468  58.07
  1922          10      0.00216  0.00216  0.50   83024     180   82934  4749343  57.20
  1922          11      0.00191  0.00191  0.50   82844     158   82765  4666409  56.33
  1922          12      0.00219  0.00219  0.50   82686     181   82596  4583644  55.43
  1922          13      0.00211  0.00210  0.50   82505     174   82418  4501049  54.55
  1922          14      0.00232  0.00232  0.50   82332     191   82236  4418630  53.67
  1922          15      0.00228  0.00228  0.50   82141     187   82047  4336394  52.79
  1922          16      0.00272  0.00272  0.50   81954     223   81842  4254347  51.91
  1922          17      0.00312  0.00312  0.50   81731     255   81604  4172504  51.05
  1922          18      0.00328  0.00328  0.50   81476     267   81343  4090901  50.21
  1922          19      0.00359  0.00358  0.50   81209     291   81064  4009558  49.37
  1922          20      0.00357  0.00357  0.50   80918     289   80774  3928495  48.55
  1922          21      0.00385  0.00384  0.50   80629     310   80475  3847721  47.72
  1922          22      0.00407  0.00406  0.50   80320     326   80157  3767246  46.90
  1922          23      0.00419  0.00419  0.50   79994     335   79826  3687089  46.09
  1922          24      0.00353  0.00352  0.50   79659     280   79519  3607263  45.28
  1922          25      0.00391  0.00390  0.50   79379     309   79224  3527744  44.44
  1922          26      0.00389  0.00388  0.50   79069     307   78916  3448521  43.61
  1922          27      0.00411  0.00411  0.50   78762     323   78600  3369605  42.78
  1922          28      0.00357  0.00356  0.50   78439     279   78299  3291005  41.96
  1922          29      0.00430  0.00429  0.50   78159     336   77991  3212706  41.10
  1922          30      0.00438  0.00437  0.50   77824     340   77654  3134714  40.28
  1922          31      0.00347  0.00346  0.50   77484     268   77350  3057061  39.45
  1922          32      0.00426  0.00426  0.50   77215     329   77051  2979711  38.59
  1922          33      0.00400  0.00399  0.50   76887     307   76733  2902660  37.75
  1922          34      0.00383  0.00382  0.50   76580     293   76433  2825927  36.90
  1922          35      0.00493  0.00492  0.50   76287     375   76100  2749493  36.04
  1922          36      0.00459  0.00458  0.50   75912     347   75738  2673394  35.22
  1922          37      0.00450  0.00449  0.50   75564     339   75395  2597656  34.38
  1922          38      0.00495  0.00494  0.50   75225     371   75040  2522261  33.53
  1922          39      0.00478  0.00477  0.50   74854     357   74676  2447221  32.69
  1922          40      0.00640  0.00638  0.50   74497     475   74259  2372545  31.85
  1922          41      0.00447  0.00446  0.50   74022     330   73857  2298286  31.05
  1922          42      0.00686  0.00684  0.50   73692     504   73440  2224429  30.19
  1922          43      0.00597  0.00595  0.50   73188     435   72971  2150989  29.39
  1922          44      0.00597  0.00596  0.50   72753     433   72536  2078018  28.56
  1922          45      0.00798  0.00794  0.50   72320     574   72032  2005482  27.73
  1922          46      0.00663  0.00661  0.50   71745     474   71508  1933450  26.95
  1922          47      0.00703  0.00701  0.50   71271     500   71021  1861942  26.12
  1922          48      0.00816  0.00812  0.50   70771     575   70484  1790921  25.31
  1922          49      0.00800  0.00797  0.50   70196     559   69917  1720437  24.51
  1922          50      0.01028  0.01023  0.50   69637     712   69281  1650521  23.70
  1922          51      0.00828  0.00824  0.50   68925     568   68641  1581240  22.94
  1922          52      0.01123  0.01116  0.50   68357     763   67975  1512599  22.13
  1922          53      0.01093  0.01087  0.50   67594     735   67226  1444624  21.37
  1922          54      0.01112  0.01106  0.50   66859     740   66489  1377397  20.60
  1922          55      0.01516  0.01505  0.50   66120     995   65622  1310908  19.83
  1922          56      0.01500  0.01489  0.50   65125     970   64640  1245286  19.12
  1922          57      0.01658  0.01644  0.50   64155    1055   63628  1180646  18.40
  1922          58      0.01777  0.01761  0.50   63100    1111   62545  1117018  17.70
  1922          59      0.01782  0.01767  0.50   61989    1095   61441  1054474  17.01
  1922          60      0.02156  0.02133  0.50   60894    1299   60244   993032  16.31
  1922          61      0.01874  0.01856  0.50   59595    1106   59042   932788  15.65
  1922          62      0.02317  0.02291  0.50   58488    1340   57819   873746  14.94
  1922          63      0.02461  0.02431  0.50   57149    1389   56454   815928  14.28
  1922          64      0.02617  0.02583  0.50   55759    1441   55039   759474  13.62
  1922          65      0.03447  0.03388  0.50   54319    1841   53399   704435  12.97
  1922          66      0.03205  0.03154  0.50   52478    1655   51651   651036  12.41
  1922          67      0.03715  0.03647  0.50   50823    1854   49896   599385  11.79
  1922          68      0.04370  0.04276  0.50   48969    2094   47922   549489  11.22
  1922          69      0.04272  0.04183  0.50   46875    1961   45895   501567  10.70
  1922          70      0.05125  0.04997  0.50   44914    2244   43792   455673  10.15
  1922          71      0.04598  0.04494  0.50   42670    1918   41711   411880   9.65
  1922          72      0.06212  0.06025  0.50   40752    2455   39525   370169   9.08
  1922          73      0.06726  0.06507  0.50   38297    2492   37051   330644   8.63
  1922          74      0.06910  0.06679  0.50   35805    2391   34609   293593   8.20
  1922          75      0.07789  0.07497  0.50   33414    2505   32161   258984   7.75
  1922          76      0.08244  0.07918  0.50   30909    2447   29685   226822   7.34
  1922          77      0.08983  0.08597  0.50   28461    2447   27238   197137   6.93
  1922          78      0.10909  0.10345  0.50   26015    2691   24669   169899   6.53
  1922          79      0.10480  0.09958  0.50   23323    2323   22162   145230   6.23
  1922          80      0.12183  0.11483  0.50   21001    2412   19795   123068   5.86
  1922          81      0.10774  0.10224  0.50   18589    1900   17639   103273   5.56
  1922          82      0.14394  0.13428  0.50   16689    2241   15568    85634   5.13
  1922          83      0.14585  0.13593  0.50   14448    1964   13466    70066   4.85
  1922          84      0.16966  0.15639  0.50   12484    1952   11508    56600   4.53
  1922          85      0.19496  0.17764  0.50   10532    1871    9596    45092   4.28
  1922          86      0.21793  0.19651  0.50    8661    1702    7810    35496   4.10
  1922          87      0.22110  0.19909  0.50    6959    1385    6266    27686   3.98
  1922          88      0.21965  0.19791  0.50    5573    1103    5022    21420   3.84
  1922          89      0.21132  0.19113  0.50    4470     854    4043    16398   3.67
  1922          90      0.27815  0.24419  0.50    3616     883    3174    12355   3.42
  1922          91      0.20797  0.18838  0.50    2733     515    2476     9181   3.36
  1922          92      0.28195  0.24711  0.50    2218     548    1944     6705   3.02
  1922          93      0.30814  0.26700  0.50    1670     446    1447     4761   2.85
  1922          94      0.32810  0.28186  0.50    1224     345    1052     3314   2.71
  1922          95      0.34871  0.29694  0.50     879     261     749     2262   2.57
  1922          96      0.36990  0.31217  0.50     618     193     522     1514   2.45
  1922          97      0.39160  0.32748  0.50     425     139     356      992   2.33
  1922          98      0.41374  0.34282  0.50     286      98     237      637   2.23
  1922          99      0.43624  0.35812  0.50     188      67     154      400   2.13
  1922         100      0.45900  0.37332  0.50     121      45      98      246   2.04
  1922         101      0.48193  0.38835  0.50      76      29      61      148   1.95
  1922         102      0.50494  0.40315  0.50      46      19      37       87   1.87
  1922         103      0.52792  0.41767  0.50      28      12      22       50   1.80
  1922         104      0.55079  0.43186  0.50      16       7      13       28   1.74
  1922         105      0.57345  0.44567  0.50       9       4       7       15   1.68
  1922         106      0.59580  0.45905  0.50       5       2       4        8   1.62
  1922         107      0.61777  0.47198  0.50       3       1       2        4   1.57
  1922         108      0.63926  0.48442  0.50       1       1       1        2   1.53
  1922         109      0.66020  0.49636  0.50       1       0       1        1   1.49
  1922         110+     0.68054  1.00000  1.47       0       0       1        1   1.47
  1923           0      0.13502  0.12334  0.30  100000   12334   91355  5588967  55.89
  1923           1      0.02032  0.02011  0.50   87666    1763   86784  5497611  62.71
  1923           2      0.00842  0.00838  0.50   85902     720   85542  5410827  62.99
  1923           3      0.00582  0.00580  0.50   85182     494   84935  5325285  62.52
  1923           4      0.00407  0.00406  0.50   84688     344   84516  5240350  61.88
  1923           5      0.00334  0.00333  0.50   84344     281   84203  5155835  61.13
  1923           6      0.00312  0.00311  0.50   84062     261   83932  5071632  60.33
  1923           7      0.00256  0.00256  0.50   83801     215   83694  4987700  59.52
  1923           8      0.00243  0.00243  0.50   83586     203   83485  4904006  58.67
  1923           9      0.00208  0.00208  0.50   83383     174   83296  4820522  57.81
  1923          10      0.00196  0.00195  0.50   83210     163   83128  4737225  56.93
  1923          11      0.00210  0.00209  0.50   83047     174   82960  4654097  56.04
  1923          12      0.00214  0.00213  0.50   82873     177   82785  4571137  55.16
  1923          13      0.00197  0.00197  0.50   82696     163   82615  4488352  54.28
  1923          14      0.00241  0.00241  0.50   82533     199   82434  4405738  53.38
  1923          15      0.00255  0.00255  0.50   82334     210   82229  4323304  52.51
  1923          16      0.00294  0.00294  0.50   82124     241   82004  4241074  51.64
  1923          17      0.00298  0.00297  0.50   81883     243   81761  4159070  50.79
  1923          18      0.00364  0.00363  0.50   81640     296   81492  4077309  49.94
  1923          19      0.00361  0.00361  0.50   81343     293   81197  3995817  49.12
  1923          20      0.00346  0.00346  0.50   81050     280   80910  3914621  48.30
  1923          21      0.00405  0.00404  0.50   80770     326   80607  3833711  47.46
  1923          22      0.00372  0.00372  0.50   80444     299   80294  3753104  46.66
  1923          23      0.00397  0.00397  0.50   80144     318   79986  3672810  45.83
  1923          24      0.00339  0.00338  0.50   79827     270   79692  3592824  45.01
  1923          25      0.00364  0.00363  0.50   79556     289   79412  3513133  44.16
  1923          26      0.00383  0.00382  0.50   79267     303   79116  3433721  43.32
  1923          27      0.00377  0.00377  0.50   78965     297   78816  3354605  42.48
  1923          28      0.00466  0.00465  0.50   78667     366   78484  3275789  41.64
  1923          29      0.00420  0.00419  0.50   78302     328   78138  3197305  40.83
  1923          30      0.00433  0.00432  0.50   77974     337   77805  3119167  40.00
  1923          31      0.00351  0.00350  0.50   77637     272   77501  3041362  39.17
  1923          32      0.00456  0.00455  0.50   77365     352   77189  2963861  38.31
  1923          33      0.00372  0.00372  0.50   77013     286   76870  2886672  37.48
  1923          34      0.00400  0.00399  0.50   76727     306   76574  2809802  36.62
  1923          35      0.00515  0.00514  0.50   76421     393   76224  2733228  35.77
  1923          36      0.00415  0.00415  0.50   76028     315   75870  2657004  34.95
  1923          37      0.00449  0.00448  0.50   75713     340   75543  2581133  34.09
  1923          38      0.00545  0.00544  0.50   75373     410   75168  2505590  33.24
  1923          39      0.00519  0.00518  0.50   74964     388   74769  2430422  32.42
  1923          40      0.00624  0.00623  0.50   74575     464   74343  2355652  31.59
  1923          41      0.00484  0.00482  0.50   74111     358   73932  2281309  30.78
  1923          42      0.00666  0.00664  0.50   73753     490   73509  2207377  29.93
  1923          43      0.00663  0.00661  0.50   73264     484   73022  2133869  29.13
  1923          44      0.00591  0.00590  0.50   72780     429   72565  2060847  28.32
  1923          45      0.00721  0.00719  0.50   72351     520   72091  1988282  27.48
  1923          46      0.00639  0.00637  0.50   71831     457   71602  1916191  26.68
  1923          47      0.00671  0.00669  0.50   71373     477   71135  1844589  25.84
  1923          48      0.00818  0.00815  0.50   70896     578   70607  1773454  25.01
  1923          49      0.00863  0.00860  0.50   70318     604   70016  1702847  24.22
  1923          50      0.00921  0.00916  0.50   69714     639   69394  1632832  23.42
  1923          51      0.00858  0.00855  0.50   69075     590   68780  1563437  22.63
  1923          52      0.01060  0.01055  0.50   68484     722   68123  1494658  21.82
  1923          53      0.01176  0.01169  0.50   67762     792   67366  1426535  21.05
  1923          54      0.01203  0.01195  0.50   66970     801   66570  1359169  20.30
  1923          55      0.01486  0.01475  0.50   66169     976   65681  1292599  19.53
  1923          56      0.01531  0.01520  0.50   65193     991   64698  1226918  18.82
  1923          57      0.01593  0.01580  0.50   64203    1015   63695  1162220  18.10
  1923          58      0.01929  0.01911  0.50   63188    1207   62584  1098525  17.39
  1923          59      0.01873  0.01855  0.50   61981    1150   61406  1035940  16.71
  1923          60      0.02276  0.02251  0.50   60831    1369   60146   974535  16.02
  1923          61      0.01933  0.01915  0.50   59462    1138   58892   914389  15.38
  1923          62      0.02429  0.02400  0.50   58323    1400   57623   855496  14.67
  1923          63      0.02723  0.02686  0.50   56923    1529   56159   797873  14.02
  1923          64      0.02717  0.02681  0.50   55394    1485   54651   741715  13.39
  1923          65      0.03325  0.03271  0.50   53909    1763   53027   687063  12.74
  1923          66      0.03432  0.03375  0.50   52146    1760   51266   634036  12.16
  1923          67      0.03792  0.03722  0.50   50386    1875   49448   582770  11.57
  1923          68      0.04367  0.04273  0.50   48511    2073   47474   533321  10.99
  1923          69      0.04687  0.04580  0.50   46438    2127   45374   485847  10.46
  1923          70      0.04999  0.04877  0.50   44311    2161   43231   440473   9.94
  1923          71      0.04506  0.04406  0.50   42150    1857   41221   397242   9.42
  1923          72      0.06362  0.06165  0.50   40293    2484   39051   356021   8.84
  1923          73      0.07232  0.06980  0.50   37808    2639   36489   316970   8.38
  1923          74      0.06992  0.06756  0.50   35169    2376   33981   280481   7.98
  1923          75      0.08177  0.07856  0.50   32793    2576   31505   246500   7.52
  1923          76      0.08603  0.08248  0.50   30217    2492   28971   214995   7.11
  1923          77      0.09066  0.08673  0.50   27725    2405   26522   186024   6.71
  1923          78      0.10919  0.10353  0.50   25320    2621   24009   159501   6.30
  1923          79      0.10892  0.10330  0.50   22699    2345   21526   135492   5.97
  1923          80      0.13300  0.12471  0.50   20354    2538   19085   113966   5.60
  1923          81      0.10885  0.10323  0.50   17816    1839   16896    94881   5.33
  1923          82      0.14592  0.13600  0.50   15977    2173   14890    77985   4.88
  1923          83      0.17121  0.15771  0.50   13804    2177   12715    63094   4.57
  1923          84      0.17542  0.16127  0.50   11627    1875   10689    50379   4.33
  1923          85      0.19555  0.17814  0.50    9752    1737    8883    39690   4.07
  1923          86      0.23168  0.20762  0.50    8015    1664    7183    30807   3.84
  1923          87      0.23130  0.20732  0.50    6351    1317    5692    23624   3.72
  1923          88      0.23983  0.21415  0.50    5034    1078    4495    17932   3.56
  1923          89      0.25122  0.22318  0.50    3956     883    3514    13437   3.40
  1923          90      0.28647  0.25058  0.50    3073     770    2688     9922   3.23
  1923          91      0.22530  0.20249  0.50    2303     466    2070     7234   3.14
  1923          92      0.32672  0.28084  0.50    1837     516    1579     5164   2.81
  1923          93      0.32651  0.28069  0.50    1321     371    1135     3586   2.71
  1923          94      0.34736  0.29596  0.50     950     281     810     2450   2.58
  1923          95      0.36882  0.31139  0.50     669     208     565     1641   2.45
  1923          96      0.39080  0.32692  0.50     461     151     385     1076   2.34
  1923          97      0.41324  0.34248  0.50     310     106     257      691   2.23
  1923          98      0.43604  0.35799  0.50     204      73     167      434   2.13
  1923          99      0.45912  0.37340  0.50     131      49     106      266   2.03
  1923         100      0.48237  0.38864  0.50      82      32      66      160   1.95
  1923         101      0.50570  0.40364  0.50      50      20      40       94   1.87
  1923         102      0.52900  0.41835  0.50      30      13      24       54   1.80
  1923         103      0.55218  0.43271  0.50      17       8      14       30   1.73
  1923         104      0.57514  0.44668  0.50      10       4       8       16   1.67
  1923         105      0.59777  0.46022  0.50       5       3       4        9   1.61
  1923         106      0.62000  0.47328  0.50       3       1       2        5   1.56
  1923         107      0.64173  0.48584  0.50       2       1       1        2   1.52
  1923         108      0.66290  0.49788  0.50       1       0       1        1   1.48
  1923         109      0.68343  0.50937  0.50       0       0       0        1   1.44
  1923         110+     0.70327  1.00000  1.42       0       0       0        0   1.42
  1924           0      0.12191  0.11231  0.30  100000   11231   92129  5771443  57.71
  1924           1      0.01660  0.01646  0.50   88769    1461   88038  5679314  63.98
  1924           2      0.00734  0.00732  0.50   87307     639   86988  5591276  64.04
  1924           3      0.00524  0.00523  0.50   86669     453   86442  5504288  63.51
  1924           4      0.00409  0.00408  0.50   86215     352   86040  5417846  62.84
  1924           5      0.00311  0.00310  0.50   85864     266   85731  5331806  62.10
  1924           6      0.00243  0.00243  0.50   85598     208   85494  5246076  61.29
  1924           7      0.00252  0.00252  0.50   85390     215   85282  5160582  60.44
  1924           8      0.00223  0.00222  0.50   85174     189   85080  5075300  59.59
  1924           9      0.00219  0.00219  0.50   84985     186   84892  4990220  58.72
  1924          10      0.00205  0.00205  0.50   84799     174   84713  4905328  57.85
  1924          11      0.00199  0.00198  0.50   84626     168   84542  4820616  56.96
  1924          12      0.00205  0.00205  0.50   84458     173   84371  4736074  56.08
  1924          13      0.00198  0.00198  0.50   84285     167   84201  4651703  55.19
  1924          14      0.00205  0.00205  0.50   84118     172   84032  4567501  54.30
  1924          15      0.00233  0.00233  0.50   83945     196   83848  4483470  53.41
  1924          16      0.00259  0.00258  0.50   83750     216   83642  4399622  52.53
  1924          17      0.00279  0.00279  0.50   83533     233   83417  4315981  51.67
  1924          18      0.00321  0.00321  0.50   83300     267   83167  4232564  50.81
  1924          19      0.00341  0.00341  0.50   83033     283   82892  4149397  49.97
  1924          20      0.00352  0.00352  0.50   82750     291   82605  4066505  49.14
  1924          21      0.00336  0.00335  0.50   82459     276   82321  3983901  48.31
  1924          22      0.00337  0.00336  0.50   82183     276   82045  3901580  47.47
  1924          23      0.00393  0.00392  0.50   81907     321   81746  3819535  46.63
  1924          24      0.00380  0.00379  0.50   81586     309   81431  3737789  45.81
  1924          25      0.00348  0.00347  0.50   81276     282   81135  3656358  44.99
  1924          26      0.00329  0.00328  0.50   80994     266   80861  3575223  44.14
  1924          27      0.00335  0.00334  0.50   80728     270   80593  3494362  43.29
  1924          28      0.00393  0.00392  0.50   80458     315   80301  3413768  42.43
  1924          29      0.00342  0.00342  0.50   80143     274   80006  3333468  41.59
  1924          30      0.00410  0.00409  0.50   79869     327   79706  3253461  40.73
  1924          31      0.00331  0.00330  0.50   79543     263   79411  3173756  39.90
  1924          32      0.00378  0.00378  0.50   79280     299   79130  3094344  39.03
  1924          33      0.00336  0.00335  0.50   78980     265   78848  3015214  38.18
  1924          34      0.00393  0.00392  0.50   78716     309   78562  2936366  37.30
  1924          35      0.00486  0.00485  0.50   78407     380   78217  2857805  36.45
  1924          36      0.00404  0.00403  0.50   78027     314   77870  2779588  35.62
  1924          37      0.00392  0.00391  0.50   77713     304   77561  2701718  34.77
  1924          38      0.00493  0.00492  0.50   77409     381   77219  2624157  33.90
  1924          39      0.00487  0.00485  0.50   77028     374   76841  2546938  33.06
  1924          40      0.00606  0.00604  0.50   76655     463   76423  2470097  32.22
  1924          41      0.00464  0.00463  0.50   76191     353   76015  2393674  31.42
  1924          42      0.00623  0.00621  0.50   75839     471   75603  2317659  30.56
  1924          43      0.00578  0.00577  0.50   75368     435   75151  2242055  29.75
  1924          44      0.00569  0.00567  0.50   74933     425   74721  2166905  28.92
  1924          45      0.00697  0.00694  0.50   74508     517   74250  2092184  28.08
  1924          46      0.00651  0.00649  0.50   73991     480   73751  2017934  27.27
  1924          47      0.00655  0.00653  0.50   73511     480   73271  1944183  26.45
  1924          48      0.00813  0.00810  0.50   73030     591   72735  1870913  25.62
  1924          49      0.00812  0.00809  0.50   72439     586   72146  1798178  24.82
  1924          50      0.00933  0.00928  0.50   71853     667   71520  1726032  24.02
  1924          51      0.00729  0.00727  0.50   71186     517   70927  1654512  23.24
  1924          52      0.01067  0.01061  0.50   70669     750   70294  1583585  22.41
  1924          53      0.01074  0.01068  0.50   69919     747   69545  1513291  21.64
  1924          54      0.01166  0.01159  0.50   69172     802   68771  1443745  20.87
  1924          55      0.01291  0.01283  0.50   68370     877   67932  1374974  20.11
  1924          56      0.01425  0.01415  0.50   67493     955   67016  1307043  19.37
  1924          57      0.01424  0.01414  0.50   66538     941   66068  1240027  18.64
  1924          58      0.01658  0.01644  0.50   65597    1079   65058  1173959  17.90
  1924          59      0.01685  0.01671  0.50   64519    1078   63980  1108901  17.19
